"ASV","contaminant","p_prev"
"ASV_101",FALSE,NA
"ASV_102",FALSE,0.85
"ASV_103",FALSE,0.9125
"ASV_104",FALSE,NA
"ASV_105",FALSE,NA
"ASV_106",FALSE,0.9125
"ASV_107",FALSE,0.9125
"ASV_108",FALSE,NA
"ASV_109",FALSE,NA
"ASV_110",FALSE,NA
"ASV_111",FALSE,0.995833333333333
"ASV_112",FALSE,0.9125
"ASV_113",FALSE,0.975
"ASV_114",FALSE,0.995833333333333
"ASV_115",FALSE,0.9375
"ASV_116",FALSE,0.9875
"ASV_117",FALSE,NA
"ASV_118",FALSE,NA
"ASV_119",FALSE,0.995833333333333
"ASV_120",FALSE,NA
"ASV_121",FALSE,0.975
"ASV_122",FALSE,0.85
"ASV_123",FALSE,0.958333333333333
"ASV_124",FALSE,NA
"ASV_125",FALSE,0.9375
"ASV_126",FALSE,0.770833333333333
"ASV_127",FALSE,NA
"ASV_128",FALSE,0.875
"ASV_129",FALSE,0.875
"ASV_130",FALSE,NA
"ASV_131",FALSE,0.883333333333333
"ASV_132",FALSE,0.8125
"ASV_133",FALSE,NA
"ASV_134",FALSE,NA
"ASV_135",FALSE,0.9875
"ASV_136",FALSE,0.85
"ASV_137",FALSE,0.5
"ASV_138",FALSE,0.8125
"ASV_139",FALSE,NA
"ASV_140",FALSE,0.883333333333333
"ASV_141",FALSE,0.9125
"ASV_142",FALSE,NA
"ASV_143",FALSE,NA
"ASV_144",FALSE,NA
"ASV_145",FALSE,NA
"ASV_146",FALSE,0.85
"ASV_147",FALSE,0.770833333333333
"ASV_148",FALSE,NA
"ASV_149",FALSE,0.9125
"ASV_150",FALSE,0.9875
"ASV_151",FALSE,0.770833333333333
"ASV_152",FALSE,NA
"ASV_153",FALSE,0.958333333333333
"ASV_154",FALSE,NA
"ASV_155",FALSE,NA
"ASV_156",FALSE,NA
"ASV_157",FALSE,NA
"ASV_158",FALSE,NA
"ASV_159",FALSE,NA
"ASV_160",FALSE,0.725
"ASV_161",FALSE,0.9875
"ASV_162",FALSE,0.8125
"ASV_163",FALSE,0.958333333333333
"ASV_164",FALSE,NA
"ASV_165",FALSE,0.975
"ASV_166",FALSE,0.975
"ASV_167",FALSE,NA
"ASV_168",FALSE,NA
"ASV_169",FALSE,0.770833333333333
"ASV_170",FALSE,NA
"ASV_171",FALSE,NA
"ASV_172",FALSE,0.770833333333333
"ASV_173",FALSE,0.625
"ASV_174",FALSE,0.9375
"ASV_175",FALSE,0.9375
"ASV_176",FALSE,NA
"ASV_177",FALSE,0.770833333333333
"ASV_178",FALSE,NA
"ASV_179",FALSE,0.8125
"ASV_180",FALSE,0.85
"ASV_181",FALSE,NA
"ASV_182",FALSE,NA
"ASV_183",FALSE,0.770833333333333
"ASV_184",FALSE,0.85
"ASV_185",FALSE,0.9125
"ASV_186",FALSE,NA
"ASV_187",FALSE,0.883333333333333
"ASV_188",FALSE,0.770833333333333
"ASV_189",FALSE,NA
"ASV_190",FALSE,0.725
"ASV_191",FALSE,0.8125
"ASV_192",FALSE,NA
"ASV_193",FALSE,0.725
"ASV_194",FALSE,0.9125
"ASV_195",FALSE,0.770833333333333
"ASV_196",FALSE,0.9125
"ASV_197",FALSE,NA
"ASV_198",FALSE,0.9375
"ASV_199",TRUE,0.25
"ASV_200",FALSE,0.8125
"ASV_201",FALSE,NA
"ASV_202",FALSE,NA
"ASV_203",FALSE,0.975
"ASV_204",FALSE,0.5
"ASV_205",FALSE,0.8125
"ASV_206",FALSE,0.9125
"ASV_207",FALSE,0.8125
"ASV_208",FALSE,0.9125
"ASV_209",FALSE,0.958333333333333
"ASV_210",FALSE,NA
"ASV_211",FALSE,NA
"ASV_212",FALSE,NA
"ASV_213",FALSE,NA
"ASV_214",FALSE,0.883333333333333
"ASV_215",FALSE,NA
"ASV_216",FALSE,NA
"ASV_217",FALSE,0.8125
"ASV_218",FALSE,0.770833333333333
"ASV_219",FALSE,0.958333333333333
"ASV_220",FALSE,0.9375
"ASV_221",FALSE,0.883333333333333
"ASV_222",FALSE,0.675
"ASV_223",FALSE,NA
"ASV_224",FALSE,NA
"ASV_225",FALSE,0.770833333333333
"ASV_226",FALSE,0.875
"ASV_227",FALSE,0.725
"ASV_228",FALSE,0.725
"ASV_229",FALSE,0.8125
"ASV_230",FALSE,0.958333333333333
"ASV_231",FALSE,0.770833333333333
"ASV_232",FALSE,NA
"ASV_233",FALSE,0.770833333333333
"ASV_234",FALSE,0.675
"ASV_235",FALSE,NA
"ASV_236",FALSE,NA
"ASV_237",FALSE,0.8125
"ASV_238",FALSE,0.725
"ASV_239",FALSE,NA
"ASV_240",FALSE,NA
"ASV_241",FALSE,NA
"ASV_242",FALSE,0.883333333333333
"ASV_243",FALSE,0.883333333333333
"ASV_244",FALSE,0.883333333333333
"ASV_245",FALSE,0.770833333333333
"ASV_246",FALSE,NA
"ASV_247",FALSE,NA
"ASV_248",FALSE,0.770833333333333
"ASV_249",FALSE,NA
"ASV_250",FALSE,NA
"ASV_251",FALSE,0.9375
"ASV_252",FALSE,0.8125
"ASV_253",FALSE,0.770833333333333
"ASV_254",FALSE,0.725
"ASV_255",FALSE,NA
"ASV_256",FALSE,0.9125
"ASV_257",FALSE,0.770833333333333
"ASV_258",FALSE,NA
"ASV_259",FALSE,NA
"ASV_260",FALSE,NA
"ASV_261",FALSE,0.85
"ASV_262",FALSE,0.8125
"ASV_263",FALSE,0.85
"ASV_264",FALSE,0.85
"ASV_265",FALSE,NA
"ASV_266",FALSE,NA
"ASV_267",FALSE,0.883333333333333
"ASV_268",FALSE,0.9125
"ASV_269",FALSE,0.8125
"ASV_270",FALSE,0.770833333333333
"ASV_271",FALSE,0.8125
"ASV_272",FALSE,0.725
"ASV_273",FALSE,0.725
"ASV_274",FALSE,0.9375
"ASV_275",FALSE,0.8125
"ASV_276",FALSE,0.8125
"ASV_277",FALSE,0.770833333333333
"ASV_278",FALSE,0.770833333333333
"ASV_279",FALSE,NA
"ASV_280",FALSE,NA
"ASV_281",FALSE,0.883333333333333
"ASV_282",FALSE,0.8125
"ASV_283",FALSE,0.85
"ASV_284",FALSE,0.770833333333333
"ASV_285",FALSE,0.725
"ASV_286",FALSE,NA
"ASV_287",FALSE,NA
"ASV_288",FALSE,0.85
"ASV_289",FALSE,0.8125
"ASV_290",FALSE,0.8125
"ASV_291",FALSE,NA
"ASV_292",FALSE,0.770833333333333
"ASV_293",FALSE,0.725
"ASV_294",FALSE,0.85
"ASV_295",FALSE,0.9125
"ASV_296",FALSE,0.85
"ASV_297",FALSE,NA
"ASV_298",FALSE,0.85
"ASV_299",FALSE,0.675
"ASV_300",FALSE,NA
"ASV_301",FALSE,0.675
"ASV_302",FALSE,NA
"ASV_303",FALSE,NA
"ASV_304",FALSE,0.9125
"ASV_305",FALSE,0.725
"ASV_306",FALSE,NA
"ASV_307",FALSE,NA
"ASV_308",FALSE,NA
"ASV_309",TRUE,0.4375
"ASV_310",FALSE,0.770833333333333
"ASV_311",FALSE,0.883333333333333
"ASV_312",FALSE,NA
"ASV_313",FALSE,NA
"ASV_314",FALSE,0.725
"ASV_315",FALSE,0.770833333333333
"ASV_316",FALSE,0.85
"ASV_317",FALSE,0.725
"ASV_318",FALSE,0.8125
"ASV_319",FALSE,0.883333333333333
"ASV_320",FALSE,0.770833333333333
"ASV_321",FALSE,0.725
"ASV_322",FALSE,NA
"ASV_323",FALSE,0.725
"ASV_324",FALSE,0.770833333333333
"ASV_325",FALSE,NA
"ASV_326",FALSE,NA
"ASV_327",FALSE,0.725
"ASV_328",FALSE,0.725
"ASV_329",TRUE,0.1875
"ASV_330",FALSE,0.725
"ASV_331",FALSE,0.8125
"ASV_332",FALSE,0.675
"ASV_333",FALSE,NA
"ASV_334",FALSE,NA
"ASV_335",FALSE,NA
"ASV_336",FALSE,NA
"ASV_337",FALSE,NA
"ASV_338",FALSE,0.675
"ASV_339",FALSE,0.883333333333333
"ASV_340",FALSE,NA
"ASV_341",FALSE,NA
"ASV_342",FALSE,NA
"ASV_343",FALSE,0.620833333333333
"ASV_344",FALSE,NA
"ASV_345",FALSE,0.725
"ASV_346",FALSE,0.725
"ASV_347",FALSE,0.725
"ASV_348",FALSE,0.675
"ASV_349",FALSE,NA
"ASV_350",FALSE,0.675
"ASV_351",FALSE,0.725
"ASV_352",FALSE,NA
"ASV_353",FALSE,NA
"ASV_354",FALSE,0.725
"ASV_355",FALSE,0.675
"ASV_356",FALSE,0.675
"ASV_357",FALSE,0.8125
"ASV_358",FALSE,0.770833333333333
"ASV_359",FALSE,0.675
"ASV_360",FALSE,NA
"ASV_361",FALSE,NA
"ASV_362",FALSE,0.725
"ASV_363",FALSE,NA
"ASV_364",FALSE,NA
"ASV_365",FALSE,NA
"ASV_366",FALSE,NA
"ASV_367",FALSE,0.770833333333333
"ASV_368",FALSE,NA
"ASV_369",FALSE,NA
"ASV_370",FALSE,NA
"ASV_371",FALSE,NA
"ASV_372",FALSE,NA
"ASV_373",FALSE,NA
"ASV_374",FALSE,NA
"ASV_375",FALSE,NA
"ASV_376",FALSE,0.675
"ASV_377",FALSE,NA
"ASV_378",FALSE,NA
"ASV_379",FALSE,NA
"ASV_380",FALSE,NA
"ASV_381",FALSE,NA
"ASV_382",FALSE,NA
"ASV_383",FALSE,NA
"ASV_384",FALSE,NA
"ASV_385",FALSE,NA
"ASV_386",FALSE,NA
"ASV_387",FALSE,0.620833333333333
"ASV_388",FALSE,NA
"ASV_389",FALSE,NA
"ASV_390",FALSE,0.725
"ASV_391",FALSE,NA
"ASV_392",FALSE,NA
"ASV_393",FALSE,NA
"ASV_394",FALSE,0.620833333333333
"ASV_395",FALSE,NA
"ASV_396",FALSE,NA
"ASV_397",FALSE,NA
"ASV_398",FALSE,NA
"ASV_399",FALSE,NA
"ASV_400",FALSE,0.620833333333333
"ASV_401",FALSE,0.620833333333333
"ASV_402",FALSE,NA
"ASV_403",FALSE,NA
"ASV_404",FALSE,NA
"ASV_405",FALSE,NA
"ASV_406",FALSE,NA
"ASV_407",FALSE,NA
"ASV_408",FALSE,NA
"ASV_409",FALSE,NA
"ASV_410",FALSE,NA
"ASV_411",FALSE,NA
"ASV_412",FALSE,NA
"ASV_413",FALSE,NA
"ASV_414",FALSE,NA
"ASV_415",FALSE,NA
"ASV_416",FALSE,NA
"ASV_417",FALSE,NA
"ASV_418",FALSE,NA
"ASV_419",FALSE,NA
"ASV_420",FALSE,NA
"ASV_421",FALSE,NA
"ASV_422",FALSE,NA
"ASV_423",FALSE,NA
"ASV_424",FALSE,NA
"ASV_425",FALSE,NA
"ASV_426",FALSE,NA
"ASV_427",FALSE,NA
"ASV_428",FALSE,NA
"ASV_429",FALSE,NA
"ASV_430",FALSE,0.620833333333333
"ASV_431",FALSE,NA
"ASV_432",FALSE,NA
"ASV_433",FALSE,NA
"ASV_434",FALSE,NA
"ASV_435",FALSE,NA
"ASV_436",FALSE,NA
"ASV_437",FALSE,NA
"ASV_438",FALSE,NA
"ASV_439",FALSE,NA
"ASV_440",FALSE,NA
"ASV_441",FALSE,NA
"ASV_442",FALSE,NA
"ASV_443",FALSE,NA
"ASV_444",FALSE,0.675
"ASV_445",FALSE,0.675
"ASV_446",FALSE,NA
"ASV_447",FALSE,NA
"ASV_448",FALSE,NA
"ASV_449",FALSE,NA
"ASV_450",FALSE,NA
"ASV_451",FALSE,NA
"ASV_452",FALSE,NA
"ASV_453",FALSE,NA
"ASV_454",FALSE,NA
"ASV_455",FALSE,NA
"ASV_456",FALSE,0.620833333333333
"ASV_457",FALSE,NA
"ASV_458",FALSE,NA
"ASV_459",FALSE,NA
"ASV_460",FALSE,NA
"ASV_461",FALSE,NA
"ASV_462",FALSE,NA
"ASV_463",FALSE,0.675
"ASV_464",FALSE,NA
"ASV_465",FALSE,NA
"ASV_466",FALSE,NA
"ASV_467",FALSE,NA
"ASV_468",FALSE,NA
"ASV_469",FALSE,NA
"ASV_470",FALSE,NA
"ASV_471",FALSE,NA
"ASV_472",FALSE,NA
"ASV_473",FALSE,NA
"ASV_474",FALSE,NA
"ASV_475",FALSE,NA
"ASV_476",FALSE,NA
"ASV_477",FALSE,NA
"ASV_478",FALSE,NA
"ASV_479",FALSE,NA
"ASV_480",FALSE,NA
"ASV_481",FALSE,NA
"ASV_482",FALSE,0.620833333333333
"ASV_483",FALSE,NA
"ASV_484",FALSE,NA
"ASV_485",FALSE,NA
"ASV_486",FALSE,NA
"ASV_487",FALSE,NA
"ASV_488",FALSE,NA
"ASV_489",FALSE,NA
"ASV_490",FALSE,NA
"ASV_491",FALSE,NA
"ASV_492",FALSE,NA
"ASV_493",FALSE,0.620833333333333
"ASV_494",FALSE,NA
"ASV_495",FALSE,NA
"ASV_496",FALSE,NA
"ASV_497",FALSE,NA
"ASV_498",FALSE,NA
"ASV_499",FALSE,NA
"ASV_500",FALSE,NA
"ASV_501",FALSE,NA
"ASV_502",FALSE,NA
"ASV_503",FALSE,NA
"ASV_504",FALSE,NA
"ASV_505",FALSE,NA
"ASV_506",FALSE,NA
"ASV_507",FALSE,NA
"ASV_508",FALSE,NA
"ASV_509",FALSE,NA
"ASV_510",FALSE,NA
"ASV_511",FALSE,NA
"ASV_512",FALSE,NA
"ASV_513",FALSE,NA
"ASV_514",FALSE,NA
"ASV_515",FALSE,NA
"ASV_516",FALSE,NA
"ASV_517",FALSE,NA
"ASV_518",FALSE,NA
"ASV_519",FALSE,NA
"ASV_520",FALSE,NA
"ASV_521",FALSE,NA
"ASV_522",FALSE,NA
"ASV_523",FALSE,NA
"ASV_524",FALSE,NA
"ASV_525",FALSE,NA
"ASV_526",FALSE,NA
"ASV_527",FALSE,NA
"ASV_528",FALSE,NA
"ASV_529",FALSE,NA
"ASV_530",FALSE,NA
"ASV_531",FALSE,NA
"ASV_532",FALSE,NA
"ASV_533",FALSE,NA
"ASV_534",FALSE,NA
"ASV_535",FALSE,NA
"ASV_536",FALSE,NA
"ASV_537",FALSE,NA
"ASV_538",FALSE,NA
"ASV_539",FALSE,NA
"ASV_540",FALSE,NA
"ASV_541",FALSE,NA
"ASV_542",FALSE,NA
"ASV_543",FALSE,NA
"ASV_544",FALSE,NA
"ASV_545",FALSE,NA
"ASV_546",FALSE,NA
"ASV_547",FALSE,NA
"ASV_548",FALSE,NA
"ASV_549",FALSE,NA
"ASV_550",FALSE,NA
"ASV_551",FALSE,NA
"ASV_552",FALSE,NA
"ASV_553",FALSE,NA
"ASV_554",FALSE,NA
"ASV_555",FALSE,NA
"ASV_556",FALSE,NA
"ASV_557",FALSE,NA
"ASV_558",FALSE,NA
"ASV_559",FALSE,NA
"ASV_560",FALSE,NA
"ASV_561",FALSE,NA
"ASV_562",FALSE,NA
"ASV_563",FALSE,NA
"ASV_564",FALSE,NA
"ASV_565",FALSE,NA
"ASV_566",FALSE,NA
"ASV_567",FALSE,NA
"ASV_568",FALSE,NA
"ASV_569",FALSE,NA
"ASV_570",FALSE,NA
"ASV_571",FALSE,NA
"ASV_572",FALSE,NA
"ASV_573",FALSE,NA
"ASV_574",FALSE,NA
"ASV_575",FALSE,NA
"ASV_576",FALSE,NA
"ASV_577",FALSE,NA
"ASV_578",FALSE,NA
"ASV_579",FALSE,NA
"ASV_580",FALSE,NA
"ASV_581",FALSE,NA
"ASV_582",FALSE,NA
"ASV_583",FALSE,NA
"ASV_584",FALSE,NA
"ASV_585",FALSE,NA
"ASV_586",FALSE,NA
"ASV_587",FALSE,NA
"ASV_588",FALSE,NA
"ASV_589",FALSE,NA
"ASV_590",FALSE,NA
"ASV_591",FALSE,NA
"ASV_592",FALSE,NA
"ASV_593",FALSE,NA
"ASV_594",FALSE,NA
"ASV_595",FALSE,NA
"ASV_596",FALSE,NA
"ASV_597",FALSE,NA
"ASV_598",FALSE,NA
"ASV_599",FALSE,NA
"ASV_600",FALSE,NA
"ASV_601",FALSE,NA
"ASV_602",FALSE,NA
"ASV_603",FALSE,NA
"ASV_604",FALSE,NA
"ASV_605",FALSE,NA
"ASV_606",FALSE,NA
"ASV_607",FALSE,NA
"ASV_608",FALSE,NA
"ASV_609",FALSE,NA
"ASV_610",FALSE,NA
"ASV_611",FALSE,NA
"ASV_612",FALSE,NA
"ASV_613",FALSE,NA
"ASV_614",FALSE,NA
"ASV_615",FALSE,NA
"ASV_616",FALSE,NA
"ASV_617",FALSE,NA
"ASV_618",FALSE,NA
"ASV_619",FALSE,NA
"ASV_620",FALSE,NA
"ASV_621",FALSE,NA
"ASV_622",FALSE,NA
"ASV_623",FALSE,NA
"ASV_624",FALSE,NA
"ASV_625",FALSE,NA
"ASV_626",FALSE,NA
"ASV_627",FALSE,NA
"ASV_628",FALSE,NA
"ASV_629",FALSE,NA
"ASV_630",FALSE,NA
"ASV_631",FALSE,NA
"ASV_632",FALSE,NA
"ASV_633",FALSE,NA
"ASV_634",FALSE,NA
"ASV_635",FALSE,NA
"ASV_636",FALSE,NA
"ASV_637",FALSE,NA
"ASV_638",FALSE,NA
"ASV_639",FALSE,NA
"ASV_640",FALSE,NA
"ASV_641",FALSE,NA
"ASV_642",FALSE,NA
"ASV_643",FALSE,NA
"ASV_644",FALSE,NA
"ASV_645",FALSE,NA
"ASV_646",FALSE,NA
"ASV_647",FALSE,NA
"ASV_648",FALSE,NA
"ASV_649",FALSE,NA
"ASV_650",FALSE,NA
"ASV_651",FALSE,NA
"ASV_652",FALSE,NA
"ASV_653",FALSE,NA
"ASV_654",FALSE,NA
"ASV_655",FALSE,NA
"ASV_656",FALSE,NA
"ASV_657",FALSE,NA
"ASV_658",FALSE,NA
"ASV_659",FALSE,NA
"ASV_660",FALSE,NA
"ASV_661",FALSE,NA
"ASV_662",FALSE,NA
"ASV_663",FALSE,NA
"ASV_664",FALSE,NA
"ASV_665",FALSE,NA
"ASV_666",FALSE,NA
"ASV_667",FALSE,NA
"ASV_668",FALSE,NA
"ASV_669",FALSE,NA
"ASV_670",FALSE,NA
"ASV_671",FALSE,NA
"ASV_672",FALSE,NA
"ASV_673",FALSE,NA
"ASV_674",FALSE,NA
"ASV_675",FALSE,NA
"ASV_676",FALSE,NA
"ASV_677",FALSE,NA
"ASV_678",FALSE,NA
"ASV_679",FALSE,NA
"ASV_680",FALSE,NA
"ASV_681",FALSE,NA
"ASV_682",FALSE,NA
"ASV_683",FALSE,NA
"ASV_684",FALSE,NA
"ASV_685",FALSE,NA
"ASV_686",FALSE,NA
"ASV_687",FALSE,NA
"ASV_688",FALSE,NA
"ASV_689",FALSE,NA
"ASV_690",FALSE,NA
"ASV_691",FALSE,NA
"ASV_692",FALSE,NA
"ASV_693",FALSE,NA
"ASV_694",FALSE,NA
"ASV_695",FALSE,NA
"ASV_696",FALSE,NA
"ASV_697",FALSE,NA
"ASV_698",FALSE,NA
"ASV_699",FALSE,NA
"ASV_700",FALSE,NA
"ASV_701",FALSE,NA
"ASV_702",FALSE,NA
"ASV_703",FALSE,NA
"ASV_704",FALSE,NA
"ASV_705",FALSE,NA
"ASV_706",FALSE,NA
"ASV_707",FALSE,NA
"ASV_708",FALSE,NA
"ASV_709",FALSE,NA
"ASV_710",FALSE,NA
"ASV_711",FALSE,NA
"ASV_712",FALSE,NA
"ASV_713",FALSE,NA
"ASV_714",FALSE,NA
"ASV_715",FALSE,NA
"ASV_716",FALSE,NA
"ASV_717",FALSE,NA
"ASV_718",FALSE,NA
"ASV_719",FALSE,NA
"ASV_720",FALSE,NA
"ASV_721",FALSE,NA
"ASV_722",FALSE,NA
"ASV_723",FALSE,NA
"ASV_724",FALSE,NA
"ASV_725",FALSE,NA
"ASV_726",FALSE,NA
"ASV_727",FALSE,NA
"ASV_728",FALSE,NA
"ASV_729",FALSE,NA
"ASV_730",FALSE,NA
"ASV_731",FALSE,NA
"ASV_732",FALSE,NA
"ASV_733",FALSE,NA
"ASV_734",FALSE,NA
"ASV_735",FALSE,NA
"ASV_736",FALSE,NA
"ASV_737",FALSE,NA
"ASV_738",FALSE,NA
"ASV_739",FALSE,NA
"ASV_740",FALSE,NA
"ASV_741",FALSE,NA
"ASV_742",FALSE,NA
"ASV_743",FALSE,NA
"ASV_744",FALSE,NA
"ASV_745",FALSE,NA
"ASV_746",FALSE,NA
"ASV_747",FALSE,NA
"ASV_748",FALSE,NA
"ASV_749",FALSE,NA
"ASV_750",FALSE,NA
"ASV_751",FALSE,NA
"ASV_752",FALSE,NA
"ASV_753",FALSE,NA
"ASV_754",FALSE,NA
"ASV_755",FALSE,NA
"ASV_756",FALSE,NA
"ASV_757",FALSE,NA
"ASV_758",FALSE,NA
"ASV_759",FALSE,NA
"ASV_760",FALSE,NA
"ASV_761",FALSE,NA
"ASV_762",FALSE,NA
"ASV_763",FALSE,NA
"ASV_764",FALSE,NA
"ASV_765",FALSE,NA
"ASV_766",FALSE,NA
"ASV_767",FALSE,NA
"ASV_768",FALSE,NA
"ASV_769",FALSE,NA
"ASV_770",FALSE,NA
"ASV_771",FALSE,NA
"ASV_772",FALSE,NA
"ASV_773",FALSE,NA
"ASV_774",FALSE,NA
"ASV_775",FALSE,NA
"ASV_776",FALSE,NA
"ASV_777",FALSE,NA
"ASV_778",FALSE,NA
"ASV_779",FALSE,NA
"ASV_780",FALSE,NA
"ASV_781",FALSE,NA
"ASV_782",FALSE,NA
"ASV_783",FALSE,NA
"ASV_784",FALSE,NA
"ASV_785",FALSE,NA
"ASV_786",FALSE,NA
"ASV_787",FALSE,NA
"ASV_788",FALSE,NA
"ASV_789",FALSE,NA
"ASV_790",FALSE,NA
"ASV_791",FALSE,NA
"ASV_792",FALSE,NA
"ASV_793",FALSE,NA
"ASV_794",FALSE,NA
"ASV_795",FALSE,NA
"ASV_796",FALSE,NA
"ASV_797",FALSE,NA
"ASV_798",FALSE,NA
"ASV_799",FALSE,NA
"ASV_800",FALSE,NA
"ASV_801",FALSE,NA
"ASV_802",FALSE,NA
"ASV_803",FALSE,NA
"ASV_804",FALSE,NA
"ASV_805",FALSE,NA
"ASV_806",FALSE,NA
"ASV_807",FALSE,NA
"ASV_808",FALSE,NA
"ASV_809",FALSE,NA
"ASV_810",FALSE,NA
"ASV_811",FALSE,NA
"ASV_812",FALSE,NA
"ASV_813",FALSE,NA
"ASV_814",FALSE,NA
"ASV_815",FALSE,NA
"ASV_816",FALSE,NA
"ASV_817",FALSE,NA
"ASV_818",FALSE,NA
"ASV_819",FALSE,NA
"ASV_820",FALSE,NA
"ASV_821",FALSE,NA
"ASV_822",FALSE,NA
"ASV_823",FALSE,NA
"ASV_824",FALSE,NA
"ASV_825",FALSE,NA
"ASV_826",FALSE,NA
"ASV_827",FALSE,NA
"ASV_828",FALSE,NA
"ASV_829",FALSE,NA
"ASV_830",FALSE,NA
"ASV_831",FALSE,NA
"ASV_832",FALSE,NA
"ASV_833",FALSE,NA
"ASV_834",FALSE,NA
"ASV_835",FALSE,NA
"ASV_836",FALSE,NA
"ASV_837",FALSE,NA
"ASV_838",FALSE,NA
"ASV_839",FALSE,NA
"ASV_840",FALSE,NA
"ASV_841",FALSE,NA
"ASV_842",FALSE,NA
"ASV_843",FALSE,NA
"ASV_844",FALSE,NA
"ASV_845",FALSE,NA
"ASV_846",FALSE,NA
"ASV_847",FALSE,NA
"ASV_848",FALSE,NA
"ASV_849",FALSE,NA
"ASV_850",FALSE,NA
"ASV_851",FALSE,NA
"ASV_852",FALSE,NA
"ASV_853",FALSE,NA
"ASV_854",FALSE,NA
"ASV_855",FALSE,NA
"ASV_856",FALSE,NA
"ASV_857",FALSE,NA
"ASV_858",FALSE,NA
"ASV_859",FALSE,NA
"ASV_860",FALSE,NA
"ASV_861",FALSE,NA
"ASV_862",FALSE,NA
"ASV_863",FALSE,NA
"ASV_864",FALSE,NA
"ASV_865",FALSE,NA
"ASV_866",FALSE,NA
"ASV_867",FALSE,NA
"ASV_868",FALSE,NA
"ASV_869",FALSE,NA
"ASV_870",FALSE,NA
"ASV_871",FALSE,NA
"ASV_872",FALSE,NA
"ASV_873",FALSE,NA
"ASV_874",FALSE,NA
"ASV_875",FALSE,NA
"ASV_876",FALSE,NA
"ASV_877",FALSE,NA
"ASV_878",FALSE,NA
"ASV_879",FALSE,NA
"ASV_880",FALSE,NA
"ASV_881",FALSE,NA
"ASV_882",FALSE,NA
"ASV_883",FALSE,NA
